[   {   'Command Sequence': [   ('rm $0', 91717),
    {   'Command Sequence': [   ('cp $0 $1', 35442),
                                ('cp $1 $0', 7515),
                                ('ed $0', 40),
                                ('ed $0', 20),
                                ('ed $0', 8)],
        'Expected': ('ed $0', 8),
        'Results': [('ed $0', 400)]},
    {   'Command Sequence': [   (   'refer -p $0 -s -S $1.2 $2.1t | $3 | $4 '
                                    '-ms | $5 > $6.out $7',
                                    1613),
                                ('more $6.out', 545),
                                ('emacs', 284),
                                (   'refer -p $0 -s -S $1.2 $2.1t | $3 | $4 '
                                    '-ms | $5 > $6.out $7',
                                    164),
                                ('more $6.out', 72)],
        'Expected': ('more $6.out', 72),
        'Results': [('more $6.out', 3600), ('ps', 6)]},
    {   'Command Sequence': [   ('apq', 3167),
                                ('e $0', 651),
                                ('e $0', 83),
                                ('tbl $0 | $0 -me -h', 12),
                                ('ls', 8)],
        'Expected': ('ls', 8),
        'Results': [('ls', 400), ('tbl $0 | $0 -me -h', 20)]},
    {   'Command Sequence': [   ('e $0', 153005),
                                ('make', 11374),
                                ('e $0', 2458),
                                ('make', 1096),
                                ('ls', 22)],
        'Expected': ('ls', 22),
        'Results': [   ('ls', 1100),
                       ('sim', 300),
                       ('cls', 200),
                       ('lpr $0.c', 160),
                       ('e', 113)]},
    {   'Command Sequence': [   ('ed $0', 4814),
                                ('ed $0', 1908),
                                ('ed $0', 872),
                                ('ed $0', 412),
                                ('ed $0', 180)],
        'Expected': ('ed $0', 180),
        'Results': [   ('ed $0', 9000),
                       ('nroff $0 $0 | $1 $2', 100),
                       ('nroff $0 $0 | $0 $1', 50),
                       ('ls', 6),
                       ('logout', 2)]},
    {   'Command Sequence': [   ('e $0.1', 153005),
                                ('e $0.2', 26136),
                                ('ls', 1837),
                                ('cd', 115),
                                ('cd $0', 8)],
        'Expected': ('cd $0', 8),
        'Results': [   ('cd $0', 400),
                       ('cat $0.mo', 142),
                       ('e $0', 134),
                       ('e $0.p11', 115),
                       ('tbl $0 | $1 -me -h', 52)]},
    {   'Command Sequence': [   ('ls', 420242),
                                ('ed $0', 752),
                                ('ls', 168),
                                ('ed $0', 50),
                                ('ls', 4)],
        'Expected': ('ls', 4),
        'Results': [('ls', 200), ('addrdir', 2), ('nroff $0 $0 $1', 2)]},
    {   'Command Sequence': [   ('emacs $0', 90005),
                                ('nroff -me $0 $0 | $1 > $2', 7279),
                                ('more $2', 36),
                                ('emacs $0', 20),
                                ('nroff -me $0 $0 | $1 > $2', 4)],
        'Expected': ('nroff -me $0 $0 | $1 > $2', 4),
        'Results': [('nroff -me $0 $0 | $1 > $2', 200), ('h', 2)]},
    {   'Command Sequence': [   ('ee $0', 12831),
                                ('ee $0', 3568),
                                ('ee $0', 1084),
                                ('ls', 160),
                                ('rr', 48)],
        'Expected': ('rr', 48),
        'Results': [   ('rr', 2400),
                       ('rm $0', 58),
                       ('lpr -Pci $0', 30),
                       ('ee $0', 8),
                       ('cd $0..', 2)]},
    {   'Command Sequence': [   ('ee $0', 12831),
                                ('ee $0', 3568),
                                ('ee $0', 1084),
                                ('ee $0', 352),
                                ('ls', 40)],
        'Expected': ('ls', 40),
        'Results': [   ('ls', 2000),
                       ('spell $0', 80),
                       ('ee $0', 44),
                       ('lpq -Pci', 40),
                       ('spell -b $0', 30)]},
    {   'Command Sequence': [   ('rm $0', 91717),
                                ('ls', 26049),
                                ('emacs $0.letter', 685),
                                ('rm $0.letter', 66),
                                ('ls', 29)],
        'Expected': ('ls', 29),
        'Results': [('ls', 1450)]},
    {   'Command Sequence': [   ('rr', 4204),
                                ('rm $0', 344),
                                ('ee $0', 44),
                                ('ls', 8),
                                ('rr', 4)],
        'Expected': ('rr', 4),
        'Results': [('rr', 200)]},
    {   'Command Sequence': [   ('spell -b $0', 8889),
                                ('ee $0', 424),
                                ('ee $0', 96),
                                ('ee $0', 24),
                                ('ee $0', 8)],
        'Expected': ('ee $0', 8),
        'Results': [('ee $0', 400)]},
    {   'Command Sequence': [   ('tbl $0 | $1 | $2', 5583),
                                ('ls', 853),
                                ('e $0', 152),
                                ('tbl $0 | $1 | $2', 48),
                                ('e $0', 8)],
        'Expected': ('e $0', 8),
        'Results': [('e $0', 400), ('ls', 4), ('apq', 2)]},
    {   'Command Sequence': [   ('lpq -Palw2', 45498),
                                ('e', 1115),
                                ('lpq -Palw2', 89),
                                ('ptroff $0', 36),
                                ('lpq -Palw2', 8)],
        'Expected': ('lpq -Palw2', 8),
        'Results': [('lpq -Palw2', 400), ('lpq2 -Palw2', 190)]},
    {   'Command Sequence': [   ('ls', 420242),
                                ('cp $0 $1.87', 9096),
                                ('cd', 540),
                                ('cd $0.87', 89),
                                ('ls', 27)],
        'Expected': ('ls', 27),
        'Results': [   ('ls', 1350),
                       ('e $0.ml', 55),
                       ('e $0', 5),
                       ('mv $0 $1', 2),
                       ('e', 2)]}]
